Question,Answer
ඔබගේ දැනුම කොහොමද?,දැනුම් මට්ටමක් කියන්න බැ
ඔයා වගාකිරීමට කැමතිද?,මම වගාකරන්න කැමති
ඔබ අවංක කෙනෙක්ද?,ඔව් මම අංකයි
ඔයා කන්න ආස මෙනවද?,මිදි කන්න කැමතියි
ඔබගේ රැකියාව කුමක්ද?,මම ගුරුවරියක්
ඔබගේ පාසැල කුමක්ද?,ගම්පහ බාලිකා
ඔබගේ නම කුමක්ද?,සංගීතා
ඔබට යහළුවන් ගොඩක් ඉන්නවද?,නෑ මට යහළුවන් නැහි
යහළුවන් අතර ඔබ ජනප්‍රිය කෙනෙක්ද?,ඔව් මම කෑපී පෙනන කෙනෙක්
ඔබ උසස් අධ්‍යාපනය හදාරා ඇත්ද?,ඔව් 
ඔබ කැමතිම නගරය කුමක්ද?,නුවරඑළිය 
ඔබ යෑමට කැමතිම රට කුමක්ද?,එංගලන්තයෙ
ඔයාගේ විනෝදාංශය කුමක්ද?,ගීත ගැයීම
ඔබ හොද කෙනෙක්ද?,මම හිතනව
ඔයා දුර්වල කෙනෙක්ද?,නැහ මම ශක්තිමත් කෙනෙකි
ඔබගේ රුකියාව ස්ථිර එකක්ද?,ඔව් මම ස්ථිර සේවකයෙකි
ඔබ විනෝදවීමට ඉතා කැමතිද?,ඔව් මම සතුටින් ඉන්න ආසයි
ඔබ කොපමණ කාලයක් රුකියාවේ සිටියාද?,වසර 12 සිට මම රුකියාව කරමි
ඔබ කැමති රුකියා ක්ෂේත්‍රය කුමක්ද?,ඉංජිනේරු අංශයට මම කැමතියි
ඔබ විලාසිතාවලට කැමතිද?,ඔව් මම විලාසිතා කරමි
දැන් වේලාව කීයට ඇතිද?,දැන් වේලාව පස්වරු එකයි
ඔබට පාවහන් කීයක් තිබේද?,පාවහන් ජෝඩු පහක් තිබේ
ඔබ හවස මොනවද කරන්නෙ?,සෙල්ලම් කරනවා
ඔබට තනිකමක් දැනෙනවාද?,නැ මම යාළුවන් සමඟ විනෝද වෙමි
ඔබ සතුටින් සිටීමට කැමතිද?,ගොඩක් කැමතියි
ඔබ දෙමාපියන්ට සලකනවාද?,ඔව් මම දෙමාපියන්ට සලකමි
ඔබ දෙමාපියන් සමඟ ජීවත් වෙනවද?,නැත මම තනිව ජීවත් වෙමි
ඔබ රුකියාවට අමතරව ඉගෙන ගන්නවද?,ඔව් මම අධ්‍යාපනය හදාරනවා
ඔබ හොද වැටුපක් ලබනවාද?,ඔව් මම හොද වැටුපක් ලබනවා
ඔබගේ වැටුපෙන් ඔබ තෘප්තිමත්ද?,ඔව් මට හොද වැටුපක් ලැබෙනවා
ඔබ අමතර ආදායම් උපයනවාද?,නැත මම අමතර ආදායමක් නැත
ඔබ දායබර පියෙක්ද?,ඔව් මම දයාබර පියෙකි
ඔබගේ බිරිදට ඔබ ගරුකරන්නේද?,ඔව් මගේ බිරිදට ගරු කරමි
ඔබ පියෙක් විදිහට සාර්ථකද?,සාර්ථක යැයි සිතමි
ඔබ සාර්ථක ස්වාමියෙක්ද?,සාර්ථක යැයි සිතමි
ඔබගේ වැටුප ඔබට ප්‍රමාණවත්ද?,ඔව් ප්‍රමාණවත්ය
ඔබ මත්පැන් පානය කරන්නේද?,නැත මම මත්පැන් පානය කරන්නේ නැත
ඔබ ගොවිතැනට කැමතිද?,ඔව් මම වාගකරමි
ඔබගේ විනොදාංශය මොකක්ද?,පිහිනීම
ඔබේ පවුලේ කී දෙනෙකු සිටීද?,අප පවුලේ පස් දෙනෙකි
ඔබ අසල් වැසියන් අශ්‍රය කරයිද?,මධ්‍යස්තය
ඔබගේ දරුවන් කුඩා අයද?,ඔව් කුඩා දරුවන් ඇත
ඔබ දරුවන්ගේ අනාගතය ගැන සිතයිද?,දරුවන්ගේ අනායතය ගැන සිතමි
ඔබ නිවුනු පුද්ගලයකුද?,මධ්‍යස්ත පුද්ගලයකි
ඔබ බිරිදට සහය දක්වයිද?,සහය දක්වමි
ඔබ බිරිදට ආදරය කරයිද?,ආදරය කරමි
අද මොනවද උදේට කෑවේ?,උදේට බත් කෑවෙමි
ඔබ දරුණු ගති පැවතුම් ඇත්තෙක්ද?,නැත මම නිවුනු කෙනෙකි
ඔබ මොනවද කන්න කැමති?,බිරියානි කෑන්න කැමතියි
ඔබ සංචාරය කිරීමට කැමතිද?,සංචාරයට කැමතියි
පරිසර දූෂණයට අකමැතිද?,පරිසර දූෂණය වලක්වන්නට වැඩකරමි
වනසතුන් බැලීමට යනවාද?,වනසතුන් බැලීමට යනවා
ඔබ අතින් වැරදි සිදුවී ඇතිද?,ඔව් වැරදි සිදුවී ඇත
ඔබ සමානාත්මතාවය පිළිගන්නේද?,ගරුකරමි
බිරිදගේ අයිතිවාසිකම් රකින්නේද?,බිරිදට ගරු කරමි
ඔබ කැමතිම දේශපාලන පක්ෂ්‍ය කුමක්ද?,දේශපාලන පක්ෂයක් නැත
ඔබ කැමතිම පාට කුමක්ද?,සුදු පාටට කැමතියි
ඔබ පරිසර හිතකාමී කෙනෙක්ද?,පරිසරය සුරකිමි
ඔබ බිරිදගෙන වැඩ ගන්නා කෙනෙක්ද/,බිරිදගේ වැඩවලට උදව්කරමි
දරුවන්ට සැර කෙනෙක්ද?,දරුවන්ට ඇතැම්විට සැර කරමි
ඔබ පිටරට රැකියාවකට යාමට කැමතිද?,විදේශ රැකියාවකට කැමතිය
ලංකාවේ සේවය කිරීමට කැමතිද?,ලංකාවට ගරු කරමි
ඔබගේ වැටුප කීයද?,හොද වැටුපක් ලබමි
ඔබ බොහෝවිට එළවළු ආහාරයට යනීද?,එළවළු කැමට කැමතියි
ඔබ පවුලේ අයත් සමඟ කෑම ගන්නේද?,ඔව්
ඔබ මස් මාළු කෑමට ගන්නේද?,කෑමට කැමතිය
ඔබ ධාන්‍ය වර්ග වලට කැමතිද?,කැමතියි
ඔබ වැඩියෙන් කෑම කන කෙනෙක්ද?,නැත 
ඔබ ගුවනින් ගමන් කර ඇත්ද?,ඔව් මම ගුවන්ගමන් ගොස් ඇත
ඔබ වන සතුන්ට ආදරය කරයිද?,ඔව් වනසතුන් අගයකරමි
ඔබ ආසම සතා කවුද?,මුවන්ට කැමතියි
ඔබ වතුරට බයද?,වතුරට බය නැත
ඔබ පිරිසිදු කෙනෙක්ද?,ඔව් පිරිසිදුය
ඔබ දරුවන් සමඟ විනෝදයෙන් සිටීද?,ඔව් 
අද හොද දවසක්ද?,නැත අද වැසිදිනයකි
වසරකට විනෝද ගමන් කීයක් යනවද?,තුන් සැරයක් යනවා
ඔයාට යාළුවන් නැද්ද?,යාළුවන් කීපදෙනක් සිටී
ඔබ වැස්සට කැමතිද?,මම වැස්සට කැමතිය
ඔයා මගේ යාළුවෙක් වෙනවද?,යාළුවො එක්ක ඉන්න කැමතියි
මට හැමදේම ඔයාට කියන්න පුළුවන්ද?,හැම දෙයක්ම බෙදාගත හැකිය
අද වැස්ස දවසක්ද?,ඔව් අද වැසි දවසකි
ඔයා යුරෝපා රටකට යන්න කැමතිද?,යන්න කැමති
ඔබ ඇමරිකාවට යන්න කැමතිද?,යන්න කැමති
ඔයාට කොහොමද?,මම සුවෙන් සිටිමි
ඔයාගෙ පවුලෙ අය හොදින් ඉන්නවද?,පවුලේ අය හොදින් ඉන්නව
ඔයාව බලන්න ආසයි?,මමත් කැමතියි
ඔයා දැක්කෙ ගොඩක් කාලෙකින්?,දකින්න ලැබීම සතුටුයි
ඔයා වෙනස් වෙලාද?,මම වෙනස් වෙලා නැ
දැන් වෙලාව කීයද?,දැන් වෙලාව රෑ 10යි
ඔයාට පුළුවන් මට කතා කරන්න?,කතාකරන්න කැමතියි
