0,1
එහෙම නැති වුනොත් මොකද කරන්නේ?,අදහස වෙනස් කර ගන්නවා.
ඔබ ඔබේ පවුලේ අය සමඟ කොපමණ කාලයක් ගත කරනවාද?,ඇත්ත වශයෙන්ම මට ඒ සඳහා කාලය නැහැ
කපු මහත්තයෝ අපේ දරුවගෙ තරඟ විබාගෙට බාර වෙන්න ඕනෙ  කරලා දෙන්න පුලුවන්ද ?,පුලුවන් 
ඔයාට ක්ලාන්තය වගේද?,නැ
ගිනි තිබ්බද?,ගිනි තියලා
ඔයා රේල් පීලීවල ගිහින් තියෙනවද?,ගිහින් තියනවා 
ඉස්සෙල්ලම කොරෝනා ආවෙ 2019 ද කොහෙද  නේද?,ඔව් 2019
ඔයාට හැඟිම් නැද්ද?,තියෙයි
ඔයලට කරදර කරන එක හරි නැහැනේ,පිස්සුද මෙන්න මෙහෙ එන්න
ගොළුබෙල්ලන් ඇයි සෙවල පෙරන්නේ?,ආරක්ෂාවට 
මුහුදේ මාළු අල්ලන්නේ කවුද?,ධීවරයෝ
නාසෙකට හාල් කිලෝ කීයක්විතර කෑමට ගන්නවද?,දන්නේ නැ
ජූනි වල මැයි මල් තියෙනවද?,නෑ
ඔයාට ඒක තීයනය කරන්න බැරි දෙයක්ද,නැ පුළුවන් 
දැන් සාකච්ඡා කරමූද?,කරමූ 
නිදිමතද?,හ්ම් ටිකක්
කවද්ද අලුත් ඇදුම් මහන්නේ?,දිනයක් නෑ 
මට උදව් කරන්න පුළුවන්ද?,පුළුවන්
කලිසමක් මහන්න කොච්චර රෙදි ඕනේ වෙනවාද,සාමාන්‍ය කෙනෙකුට යාර 3 ඕනේ
තම බලය භාවිතා කරනවද?,භාවිතා කරනවා.
පොල් ගෙඩියක් කීයද,රුපියල් හැටයි
දහම් පාසල් ගියාද?,ගියා
විදුලිය විසන්ධි කලේ කීයටද?,පැය භාගෙකට කළින්
ලංකාවේ සංචාරයක කර්මාන්තය ගොඩක් දියුණුයි නේද?,ඔව් ගොඩක් දියුණුයි 
කාන්තාවක් රැකියාවක් කිරීම අනිවාර්යයි ද?,නෑ 
ඔයාට මෙ ඇදුම් මිලදි ගන්න ඕනෙ නැද්ද,ඕනිනෑ
අද පායාවිද,පායාවි
ඇයි කන්න බැරි?,අප්පිරියයි
නිදාගෙන ඉවර නම් එන්න,හරි එන්නම්
හෙටද උත්සවය,අන්ද්දා
පුතේ මේ ගස් වටේට සුද්ද කරලා දාන්න පුලුවන්ද ?,හා තාත්තෙ
යමුද මැච් එක බලන්න?,යනවනම් යං
ඔයා මට කතාකරනනෙ කොහොමද?,මිතුරෙකු විදිහට 
ඔයා සපත්තු දාන්නෙ නැත්තෙ ඇයි ?,ආස නැති නිසා
දැන් වෙලාව කීයද?,දැන් වෙලාව පහට ආසන්නව තිබේ.
ඇයි ඔයා ඔතන ඉන්නේ?,තාත්තා එනකල්
බිම එකක් බිවිවද?,බොමු
ඔබට නමක් නැතිද?,තියෙනවා
මේල් එක හැදුවද,ඔව්
ඔබගේ නම කුමක්ද?,සංගීතා
ඇයි නිල් පාටට කැමති?,ලස්සන නිසා
ගොවියෝ රටට ලොකු සේවයක් කරනවා නේද? , ඔව් 
ලෝක යුද්ධය සමයේ මුලු ලෝකයම ආර්ථික අර්බුදයකට මුහුන දුන්නා ද? ,ඔව් 
ඇයි මගේ තේ එක බීවෙ?,ආසාවට
ඔයා මොනවද වහල උඩ කෙරුවේ?,අහස දිහා බලන් හිටියා
ලංකාව තුල ප්‍රමානවත් රැකියා අවස්තා තිබෙනවාද? ,නෑ
ඔබේ රැකියාව කුමක්ද ?,රැකියාව ගුරු වෘත්තිය
තේ ‌වෙලාවට කන්න මොනවද තියෙන්නේ ?,බිස්කට්
මට මේ phone එක හදාගන්න පුලුවන්ද,ඇයි මොකද්ද වෙලා තියෙන්නෙ
තාත්තා ආවද?,ඔව් ආවා
උල්පතකින් ඇයි.වතුර එන්නේ?,ඒක දිය උල්පතක් නිසා
ආරම්භයේ සිටම ආරම්භකයින් සමඟ ඔබ සෙල්ලම් කරනවාද? ,සෙල්ලම් කරනවා
ටැංකියේ වතුර ඇරියද?,ඔව් උදේම ඇරියා
ඔබ රෙදි සෝදන්නේ සබන් ගාලා ද? ,ඔව් 
ඔයාට ඕනෙ ඕනෙ දේවල් කරන්න පුලුවන්ද?,ඔව් මේ මගේ ජීවිතේ 
හෙට උදේට මොනවද කන්නේ,ඉඳියාප්ප කමු
අපේ අයිතීන් රැකෙයිද?,අපි රැක ගමු
දඹදිව වන්දනාවේ යන්න කැමති ද? ,ඔව් 
බෙයෝබැබ් ගස් ගැන අහලා තියනවද?,"ඔව් අහලා තියනවා
"
ඔයා දවල්ට කෑවද?,ඔව්. 
රසද අද කෑම,හරිම රසයි
මංකොල්ලකරුවො එන නිසා රෑට දොර ලොක් කරන්න මතක තියේ ගන්න.,හා හරී
සාමකාමීද? ,තාම නෑ
ඔබට එය කල හැකි බව ඔපොඋ කල හැකිද,ඔව් පුළුවන් 
මිට පෙර කෙනෙක් හිටිය ද,ඔව් හිටියා
මෙතන කවුරුත් හොල්මන් දැකලා නෑ නේද?,නැ
ඔබට දරුවෙකු එපාද?,ඔනි
ඇයි පුතා අ‍ඬන්නේ,අම්මා මට බැන්නා
මම එය කල යුතුමද?,ඔව් එය කල යුතුමයි
2022 දී ලංකාවේ උද්දමනය කොපමනද?,දන්නෙ නැහැ.බොහෝ විට උද්ධමනය ඉහළ ගොස් ඇති 
කුරුලෑ නෙහ්?,හ්ම් ඔව්
අවුරුදු කීයක්ද?,5ක් විතර
එයා කොහොමද මැරුනේ,පපුවෙ අමාරුව හැදිලා
එයාද මේ මල් දුන්නෙ?,ඔව්
කවදා වනවිට ඔවුන් ගුරුවරු වේවිද ?,තව අවුරුදු 4 ක් වත් ගත වේවි
ඒ මනුස්සයගෙ පුස්තකාලෙ ගිනි තිබ්බ එක හරිද?,ඒක ලොකු වැරද්දක්
ඔබේ පාසලේ ආපනශාලාවක් තිබුනද? ,ඔව් 
රඹුටන්වලට ප්‍රසිද්ධ?,පල්වාන
ගෑස් තියෙනවද?,නැහැ
ඔයා ඇවිදින්න යන්න ආසයිද? ,ඔව් ගොඩක් ආසයි
මල්වානේ ගොඩක් ප්‍රසිද්ධයි නේද ?,ඔව් ප්‍රසිද්දයි.
කළු කොල්ලන්ට කැමතිද?,කළු අය ලස්සනයි
හිනාවෙනවද ඔයා,ඔව් 
ගහක් ඔයාට කතා කලොත් ඔයාට මොනාද හිතෙන්නේ? ,බය හිතෙවි.
ඔයාගෙ ගම මොකක්ද?,මගෙ ගම අනුරාධපුර
අල තම්බන්නද?,තම්බලා ගන්න.
වලාකුලු මොන පාටද,සුදු පාටයි
රෝගය වැළඳුනාද?,ඔව්
ඇයි ඒමට නොහැකි?,බස් නැහැ
කවද්ද යන්න තියෙන්නේ?,ළගදිම යනවා.
කාටද දානය දුන්නේ?,පන්සලට
රුසියාව තෙල් දෙයි ද,දෙන එකක් නෑ
ඔයාගෙ ලිපිනය මොකද්ද?,මගේ ලිපිනය නව නගරය අනුරාධපුර 
ඇයි එන්න පරක්කු උනේ?,මාර්ග තදබදය නිසා 
සල්ලි දුන්නද ?,දුන්නේ නෑ අනේ
ඔයා ගොඩක් කරුණාවන්තයි.,බොහොම ස්තූතියි.
මැනේජර් මහත්තයො අර ලැප්‍ටොප් ණය දෙන්නෙ නැද්ද දැන්?,ඒක නවත්තල තියෙන්නෙ
ඔහු පිට්ටනිය වටේ ගමන් කරන්නෙ ඇයි?,ඔහු ව්‍යායාම සදහා ඇවිදින්නේ
ඔයාට මහන්සිද?,ඔව්
ඔයා එයත් එක්ක කතා කරනවද?,ඔව් කතා කරනවා.
ඔයා අලුත් ගණක යන්ත්‍රයක් ගත්තද,ඔව් ගත්තා
